SaleId,OrderId,ProductId,Quantity
402,68,7,8
403,68,5,12
404,68,8,5
405,68,9,2
406,68,6,2
407,68,12,1
408,68,1,2
409,70,4,8
410,70,6,4
411,70,9,1
412,70,8,1
413,70,1,3
414,70,7,4
415,70,5,7
416,70,10,1
417,70,2,2
418,70,11,2
419,70,12,3
420,71,6,2
421,71,3,2
422,71,4,3
423,71,1,8
424,71,7,8
425,71,5,3
426,71,2,5
427,71,12,2
428,71,8,8
429,72,9,11
430,72,12,1
431,72,3,1
432,72,8,3
433,72,7,8
434,73,11,2
435,73,3,7
436,73,1,5
437,73,2,1
438,73,12,11
439,73,6,6
440,74,8,10
441,74,6,5
442,75,1,1
443,76,8,1
444,76,9,11
445,76,10,1
446,76,7,1
447,76,6,3
448,76,4,3
449,76,3,1
450,76,5,1
451,76,2,1
452,77,10,4
453,78,5,3
454,78,10,3
455,78,2,1
456,78,6,8
457,78,9,3
458,78,1,4
459,78,12,2
460,79,8,4
461,79,1,8
462,79,10,4
463,79,3,1
464,79,7,7
465,79,2,2
466,79,9,1
467,79,11,1
468,79,6,11
469,79,4,6
470,81,3,2
471,81,4,2
472,81,8,3
473,81,2,3
474,81,9,2
475,83,12,2
476,83,1,3
477,83,9,2
478,83,10,4
479,83,2,1
480,83,4,1
481,84,11,1
482,85,4,6
483,85,7,2
484,86,4,1
485,86,2,6
486,86,8,4
487,87,8,1
488,87,1,6
489,87,7,4
490,88,4,2
491,88,8,5
492,88,5,2
493,88,6,3
494,88,10,1
495,88,9,4
496,88,11,1
497,88,2,4
498,88,1,2
499,88,3,2
500,88,12,1
501,91,11,2
502,91,2,6
503,91,9,7
504,91,3,1
505,91,1,2
506,92,11,1
507,92,1,2
508,92,10,7
509,93,6,2
510,94,8,1
511,94,12,1
512,94,4,2
513,94,7,11
514,94,2,3
515,94,11,8
516,94,9,5
517,94,5,1
518,95,11,3
519,95,2,3
520,95,1,1
521,95,12,4
522,95,5,2
523,95,7,5
524,95,9,1
525,95,10,1
526,96,5,15
527,96,10,2
528,96,4,2
529,96,9,7
530,96,3,5
531,96,1,3
532,96,7,14
533,97,6,5
534,97,8,2
535,97,12,1
536,97,9,3
537,98,3,2
538,99,8,5
539,99,4,1
540,99,9,1
541,99,10,2
542,99,5,6
543,100,1,2
544,100,7,4
545,100,6,4
546,100,8,5
547,100,10,8
548,100,2,1
549,100,5,5
550,100,9,1
551,100,4,1
552,101,7,2
553,101,3,3
554,101,2,3
555,101,4,4
556,101,1,4
557,101,12,4
558,101,8,7
559,102,10,1
560,103,10,4
561,103,8,3
562,104,3,1
563,104,5,1
564,104,4,6
565,104,10,1
566,104,12,5
567,104,1,1
568,104,11,2
569,105,2,3
570,105,5,7
571,106,2,3
572,106,6,1
573,106,11,5
574,106,5,1
575,106,10,3
576,106,12,1
577,106,4,7
578,107,1,1
579,107,7,1
580,108,1,1
581,108,11,2
582,108,10,2
583,108,4,1
584,108,5,8
585,108,12,1
586,108,3,1
587,108,2,2
588,108,6,8
589,108,7,2
590,109,7,1
591,109,10,10
592,109,9,1
593,109,2,4
594,109,5,3
595,109,6,1
596,109,1,2
597,109,11,1
598,109,8,1
599,109,3,4
600,111,1,1
601,111,3,3
602,111,7,4
603,111,11,3
604,111,8,9
605,111,4,2
606,111,6,2
607,111,2,1
608,111,10,6
609,112,2,5
610,112,4,1
611,112,6,3
612,112,10,8
613,112,11,4
614,113,3,2
615,113,2,2
616,113,7,9
617,113,5,8
618,113,12,13
619,113,11,1
620,113,9,5
621,113,8,1
622,113,10,3
623,113,1,2
624,114,8,2
625,114,7,1
626,114,5,3
627,114,9,1
628,114,3,12
629,114,6,2
630,114,10,2
631,114,4,4
632,114,11,2
633,115,6,2
634,116,8,4
635,116,6,1
636,116,7,2
637,116,12,1
638,117,11,3
639,117,8,4
640,117,6,1
641,117,7,5
642,118,6,12
643,118,8,3
644,118,11,1
645,118,2,7
646,119,11,2
647,119,1,2
648,119,8,8
649,120,5,3
650,120,1,8
651,120,10,3
652,120,7,1
653,120,2,1
654,120,3,1
655,120,8,1
656,120,9,3
657,120,11,15
658,121,5,7
659,121,1,2
660,121,3,5
661,121,10,3
662,121,9,5
663,121,6,1
664,121,12,8
665,121,7,2
666,121,4,3
667,122,5,2
668,122,9,2
669,123,10,2
670,124,1,1
671,124,10,7
672,124,5,3
673,124,7,4
674,124,3,8
675,124,11,8
676,124,12,6
677,124,2,3
678,124,9,4
679,124,8,9
680,125,2,5
681,125,6,1
682,125,3,1
683,125,5,3
684,125,12,5
685,125,10,5
686,125,8,1
687,125,4,2
688,125,7,20
689,125,9,2
690,125,1,3
691,127,1,11
692,127,7,10
693,127,5,5
694,128,6,2
695,128,11,1
696,128,2,5
697,128,12,6
698,128,4,11
699,128,9,3
700,128,10,4
701,128,1,4
702,128,3,3
703,128,7,8
704,129,12,2
705,129,2,6
706,129,5,5
707,130,3,3
708,130,4,1
709,130,9,5
710,130,5,4
711,130,2,2
712,130,7,2
713,130,10,4
714,130,6,5
715,130,12,4
716,131,4,4
717,131,9,1
718,131,1,2
719,131,11,2
720,131,5,4
721,131,8,4
722,131,10,2
723,131,6,4
724,131,7,1
725,131,2,1
726,132,5,1
727,132,2,3
728,132,11,13
729,132,4,4
730,132,12,6
731,132,1,4
732,132,8,1
733,132,6,7
734,133,4,5
735,133,2,1
736,133,11,4
737,133,5,1
738,133,3,2
739,133,7,1
740,133,1,1
741,133,9,9
742,133,8,1
743,133,6,2
744,134,8,15
745,134,4,1
746,134,7,2
747,134,3,1
748,134,9,1
749,134,11,2
750,134,10,5
751,134,6,4
752,134,2,1
753,135,4,3
754,135,8,2
755,135,6,10
756,135,2,2
757,136,7,2
758,136,5,1
759,136,8,2
760,136,10,1
761,136,11,1
762,136,12,2
763,136,1,6
764,136,3,22
765,137,1,1
766,137,2,4
767,137,11,2
768,137,4,1
769,138,2,5
770,139,6,2
771,139,3,1
772,139,1,2
773,139,7,1
774,140,7,1
775,140,5,7
776,140,9,4
777,141,5,4
778,141,1,1
779,141,2,1
780,141,7,1
781,142,4,1
782,142,2,1
783,142,9,3
784,142,6,10
785,143,2,1
786,143,9,1
787,143,10,13
788,143,3,2
789,143,11,3
790,143,12,1
791,143,7,2
792,143,1,3
793,144,11,1
794,145,6,2
795,145,1,4
796,145,9,14
797,146,4,1
798,146,7,1
799,146,3,2
800,146,5,2
801,146,8,4
802,146,11,2
803,146,9,4
804,146,6,4
805,146,12,2
806,147,7,9
807,147,11,2
808,147,8,4
809,147,2,1
810,147,9,2
811,147,4,1
812,147,5,5
813,147,1,1
814,148,4,4
815,150,8,1
816,150,12,1
817,150,1,5
818,150,4,15
819,150,9,26
820,150,6,4
821,150,11,2
822,150,7,2
823,150,10,1
824,150,5,1
825,153,4,10
826,153,9,11
827,154,1,2
828,154,9,2
829,154,10,1
830,154,2,4
831,154,5,5
832,154,12,4
833,154,11,2
834,155,9,3
835,155,8,2
836,155,5,10
837,155,7,2
838,155,10,1
839,155,1,1
840,156,10,1
841,156,5,7
842,156,8,3
843,156,1,2
844,156,2,2
845,157,6,5
846,157,2,12
847,157,1,1
848,157,11,4
849,157,12,1
850,157,10,1
851,158,1,4
852,158,12,4
853,159,4,1
854,159,6,2
855,159,5,1
856,160,1,5
857,160,5,1
858,160,9,1
859,160,6,1
860,160,12,2
861,160,7,4
862,160,3,2
863,160,10,6
864,160,2,3
865,160,11,6
866,160,8,1
867,161,2,1
868,161,4,7
869,161,9,1
870,161,3,4
871,161,1,1
872,161,7,2
873,161,12,4
874,162,11,1
875,162,5,1
876,162,8,10
877,162,7,1
878,162,1,1
879,162,6,5
880,162,9,3
881,162,4,7
882,162,10,2
883,163,11,4
884,163,4,2
885,163,9,3
886,163,7,2
887,163,6,5
888,163,5,1
889,164,4,5
890,164,2,1
891,164,10,1
892,164,1,2
893,164,7,9
894,164,5,3
895,164,9,4
896,165,4,1
897,165,1,1
898,166,3,2
899,166,9,2
900,166,5,3
901,166,4,14
902,166,7,4
903,166,12,1
904,166,11,1
905,167,11,10
906,167,5,2
907,167,7,2
908,167,12,16
909,167,2,2
910,167,10,3
911,167,6,4
912,167,3,3
913,167,1,6
914,167,9,8
915,168,5,4
916,168,10,1
917,168,7,1
918,168,12,1
919,168,1,2
920,168,11,9
921,168,4,5
922,168,3,4
923,168,2,1
924,168,6,3
925,168,8,2
926,169,10,2
927,169,9,3
928,170,6,3
929,170,3,2
930,170,9,2
931,170,2,2
932,170,10,3
933,170,1,3
934,170,4,2
935,170,7,2
936,170,11,12
937,171,7,4
938,171,12,5
939,171,2,1
940,171,3,3
941,171,4,4
942,171,5,2
943,171,6,1
944,171,10,1
945,171,11,6
946,171,1,1
947,171,9,1
948,172,6,4
949,172,7,2
950,172,2,4
951,172,4,5
952,173,3,7
953,173,12,5
954,173,8,16
955,174,9,1
956,175,6,1
957,175,4,1
958,175,2,2
959,175,11,3
960,175,5,3
961,176,5,2
962,178,7,2
963,178,9,3
964,178,2,1
965,178,6,2
966,178,3,4
967,178,12,5
968,178,1,7
969,178,5,5
970,178,4,8
971,178,11,2
972,178,10,2
973,179,6,8
974,180,9,2
975,180,12,5
976,180,4,1
977,180,8,2
978,180,7,3
979,180,1,4
980,180,5,2
981,180,11,2
982,180,10,5
983,181,7,4
984,182,6,1
985,182,11,9
986,182,1,1
987,182,10,7
988,182,4,2
989,182,2,11
990,182,8,7
991,182,12,3
992,182,7,4
993,182,3,2
994,182,5,3
995,183,5,9
996,184,7,11
997,184,2,4
998,184,4,2
999,184,8,2
1000,184,1,5
1001,184,6,3
1002,184,11,1
1003,184,10,2
1004,184,9,1
1005,184,12,1
1006,186,1,1
1007,186,5,4
1008,186,12,1
1009,187,9,1
1010,187,3,4
1011,187,2,4
1012,187,7,1
1013,187,10,5
1014,187,4,1
1015,187,5,1
1016,188,12,6
1017,190,1,1
1018,190,8,5
1019,190,9,1
1020,190,5,5
1021,190,4,17
1022,191,3,4
1023,191,6,3
1024,191,5,2
1025,191,1,4
1026,191,7,4
1027,191,12,3
1028,191,4,1
1029,191,9,3
1030,191,8,2
1031,191,10,6
1032,192,11,4
1033,192,2,3
1034,192,1,2
1035,192,3,2
1036,192,6,1
1037,192,12,4
1038,192,5,4
1039,193,8,3
1040,193,9,2
1041,193,2,6
1042,193,12,1
1043,194,6,1
1044,194,7,3
1045,194,12,3
1046,194,11,9
1047,194,4,4
1048,194,1,2
1049,194,5,4
1050,194,9,2
1051,195,5,6
1052,195,6,6
1053,195,12,3
1054,196,5,1
1055,196,12,1
1056,196,10,1
1057,196,9,1
1058,196,11,1
1059,196,8,3
1060,196,3,4
1061,197,2,4
1062,197,6,4
1063,197,3,1
1064,197,10,5
1065,197,8,3
1066,197,12,3
1067,197,11,5
1068,197,1,2
1069,197,9,4
1070,197,4,5
1071,198,5,9
1072,198,1,1
1073,198,4,8
1074,198,2,1
1075,199,1,8
1076,199,6,6
1077,199,10,11
1078,199,7,2
1079,199,12,1
1080,199,5,2
1081,199,8,18
1082,199,2,3
1083,200,6,1
1084,200,9,1
1085,200,5,4
1086,200,11,2
1087,200,8,1
1088,200,1,3
1089,201,7,2
1090,201,9,8
1091,202,2,3
1092,202,8,1
1093,202,9,2
1094,202,10,1
1095,202,4,14
1096,202,1,3
1097,202,11,1
1098,203,4,2
1099,203,1,2
1100,203,7,2
1101,205,5,3
1102,205,10,5
1103,205,3,9
1104,205,2,6
1105,205,9,4
1106,206,5,9
1107,207,6,12
1108,207,7,1
1109,208,1,1
1110,208,11,3
1111,208,5,4
1112,208,6,3
1113,209,12,4
1114,209,9,3
1115,209,11,1
1116,210,4,1
1117,211,11,2
1118,211,4,2
1119,213,3,1
1120,213,5,1
1121,213,4,4
1122,213,7,5
1123,213,11,2
1124,213,6,3
1125,213,2,1
1126,213,8,3
1127,214,6,1
1128,214,2,1
1129,214,3,2
1130,214,5,3
1131,215,6,3
1132,215,7,5
1133,215,10,2
1134,215,9,1
1135,215,1,1
1136,215,12,5
1137,215,2,1
1138,215,5,8
1139,215,8,1
1140,216,7,1
1141,216,9,2
1142,216,2,3
1143,217,8,3
1144,217,7,2
1145,217,12,3
1146,217,11,4
1147,217,1,6
1148,217,6,2
1149,217,3,4
1150,217,10,1
1151,217,2,10
1152,218,1,8
1153,218,6,1
1154,218,7,3
1155,218,12,2
1156,218,10,13
1157,218,8,1
1158,218,5,1
1159,218,4,3
1160,219,1,5
1161,219,12,2
1162,220,7,1
1163,221,2,5
1164,221,8,3
1165,221,9,1
1166,221,1,1
1167,222,12,2
1168,222,4,2
1169,222,2,4
1170,223,3,2
1171,223,6,4
1172,223,10,6
1173,223,11,1
1174,223,2,2
1175,223,4,4
1176,223,1,1
1177,224,8,4
1178,224,11,3
1179,225,4,4
1180,225,2,7
1181,225,8,1
1182,225,7,5
1183,225,10,7
1184,225,6,13
1185,225,3,1
1186,225,12,2
1187,226,2,2
1188,226,1,1
1189,226,5,4
1190,226,12,1
1191,226,3,2
1192,227,4,3
1193,227,12,3
1194,227,11,1
1195,227,1,1
1196,227,2,1
1197,228,12,1
1198,228,2,2
1199,229,8,3
1200,229,10,1
1201,229,12,2
1202,229,5,4
1203,229,7,2
1204,229,2,1
1205,229,11,1
1206,229,3,14
1207,229,1,2
1208,230,12,2
1209,230,3,5
1210,230,10,5
1211,230,9,3
1212,230,8,1
1213,230,4,8
1214,230,1,5
1215,230,11,1
1216,230,2,9
1217,230,5,4
1218,232,1,2
1219,232,12,2
1220,232,3,3
1221,233,5,2
1222,233,9,1
1223,234,3,2
1224,234,4,2
1225,234,8,13
1226,234,5,5
1227,234,2,1
1228,234,9,1
1229,235,5,2
1230,235,7,5
1231,235,3,2
1232,235,6,3
1233,235,9,2
1234,235,1,6
1235,235,10,1
1236,235,8,3
1237,236,5,8
1238,236,8,3
1239,236,2,7
1240,236,1,5
1241,236,3,3
1242,236,10,4
1243,236,6,3
1244,237,12,7
1245,237,7,1
1246,237,8,1
1247,237,6,4
1248,238,9,1
1249,238,6,4
1250,238,2,10
1251,238,1,4
1252,238,5,2
1253,238,4,4
1254,239,12,7
1255,239,9,9
1256,239,2,1
1257,239,7,6
1258,239,4,1
1259,239,8,3
1260,240,9,1
1261,240,11,2
1262,240,8,1
1263,240,10,3
1264,240,4,5
1265,241,1,5
1266,242,6,1
1267,242,7,1
1268,242,1,3
1269,242,11,1
1270,243,6,2
1271,243,8,1
1272,243,2,3
1273,243,9,4
1274,243,7,1
1275,243,12,1
1276,243,3,2
1277,243,5,1
1278,243,11,1
1279,243,4,5
1280,243,1,1
1281,244,5,6
1282,244,9,5
1283,244,1,3
1284,244,12,2
1285,244,10,5
1286,244,7,7
1287,244,4,8
1288,245,5,2
1289,245,10,2
1290,245,2,3
1291,245,9,2
1292,245,11,5
1293,245,7,2
1294,245,8,2
1295,245,3,6
1296,245,12,3
1297,245,6,1
1298,245,4,1
1299,246,1,1
1300,246,2,2
1301,246,6,3
1302,246,5,1
1303,246,9,2
1304,246,8,1
1305,246,11,9
1306,246,7,13
1307,246,4,5
1308,246,3,4
1309,247,7,7
1310,247,6,7
1311,247,5,2
1312,247,8,3
1313,248,10,3
1314,248,7,10
1315,248,2,8
1316,248,12,5
1317,248,5,1
1318,248,1,1
1319,248,3,1
1320,248,6,11
1321,248,4,1
1322,248,9,1
1323,248,8,9
1324,249,3,5
1325,250,4,6
1326,250,5,3
1327,250,8,2
1328,250,9,1
1329,250,2,2
1330,250,3,3
1331,250,1,5
1332,250,7,6
1333,250,10,3
1334,250,11,4
1335,250,6,2
1336,251,10,2
1337,251,12,3
1338,251,5,5
1339,251,3,4
1340,251,1,2
1341,251,8,4
1342,251,9,4
1343,251,7,4
1344,251,4,13
1345,251,6,11
1346,252,10,2
1347,252,2,1
1348,252,1,1
1349,252,5,1
1350,253,12,3
1351,253,8,1
1352,253,10,4
1353,253,6,2
1354,254,4,2
1355,254,11,1
1356,254,5,4
1357,254,7,2
1358,254,1,3
1359,254,9,7
1360,255,2,1
1361,255,5,3
1362,255,11,8
1363,255,7,1
1364,255,10,3
1365,255,12,1
1366,256,8,1
1367,256,10,3
1368,256,5,1
1369,256,11,1
1370,256,4,1
1371,256,7,1
1372,256,2,2
1373,257,9,1
1374,257,4,2
1375,257,11,2
1376,257,3,1
1377,257,6,4
1378,257,8,8
1379,257,2,8
1380,258,5,1
1381,258,1,5
1382,258,11,4
1383,258,6,1
1384,258,9,1
1385,258,3,3
1386,258,10,9
1387,258,4,3
1388,258,12,1
1389,258,2,11
1390,259,12,2
1391,259,5,3
1392,259,8,1
1393,259,2,13
1394,259,10,3
1395,260,4,4
1396,260,10,1
1397,260,12,2
1398,260,9,1
1399,260,5,3
1400,260,2,3
1401,260,1,1
1402,260,3,8
1403,260,7,1
1404,260,11,2
1405,260,6,1
1406,261,12,1
1407,261,10,2
1408,261,3,1
1409,261,11,8
1410,261,2,4
1411,261,7,15
1412,261,6,2
1413,262,7,2
1414,262,8,6
1415,262,5,5
1416,262,9,3
1417,262,3,2
1418,262,4,1
1419,262,10,4
1420,262,2,6
1421,262,6,1
1422,262,11,3
1423,262,1,2
1424,264,4,3
1425,264,7,1
1426,264,1,1
1427,264,12,2
1428,264,9,2
1429,264,10,2
1430,265,7,2
1431,265,10,5
1432,265,3,1
1433,265,1,4
1434,265,2,3
1435,265,4,2
1436,265,12,1
1437,266,1,4
1438,266,11,1
1439,266,10,11
1440,266,5,2
1441,266,2,5
1442,266,9,4
1443,266,7,6
1444,266,8,2
1445,266,4,1
1446,267,6,8
1447,268,7,3
1448,268,10,1
1449,268,6,4
1450,268,11,1
1451,268,12,1
1452,268,1,5
1453,268,3,5
1454,268,2,2
1455,268,8,1
1456,269,4,1
1457,269,10,13
1458,269,6,12
1459,269,11,2
1460,269,5,17
1461,269,7,1
1462,269,1,1
1463,269,9,5
1464,269,2,1
1465,269,3,3
1466,270,4,1
1467,270,7,1
1468,270,11,7
1469,270,1,1
1470,271,10,1
1471,271,8,10
1472,271,4,2
1473,271,12,1
1474,271,5,3
1475,271,9,1
1476,271,2,10
1477,271,7,3
1478,272,8,1
1479,272,10,6
1480,272,2,2
1481,272,3,7
1482,272,9,1
1483,272,5,1
1484,272,11,2
1485,272,4,8
1486,272,12,6
1487,272,7,2
1488,273,7,1
1489,273,5,2
1490,273,10,2
1491,273,12,1
1492,274,11,1
1493,274,10,3
1494,274,8,1
1495,274,9,1
1496,274,1,1
1497,274,5,3
1498,274,7,1
1499,274,6,3
1500,274,4,2
1501,275,3,2
1502,275,5,6
1503,275,12,1
1504,275,8,5
1505,275,1,1
1506,275,2,10
1507,275,10,2
1508,275,9,5
1509,275,7,2
1510,275,11,4
1511,275,4,1
1512,276,10,9
1513,276,8,3
1514,276,2,1
1515,276,5,1
1516,276,1,2
1517,276,3,1
1518,276,6,5
1519,276,7,9
1520,276,9,2
1521,276,12,3
1522,276,4,5
1523,277,10,5
1524,277,3,5
1525,277,4,5
1526,277,2,4
1527,277,5,4
1528,277,1,1
1529,277,11,5
1530,278,10,2
1531,278,12,6
1532,278,2,1
1533,279,8,6
1534,279,10,1
1535,279,3,8
1536,279,5,1
1537,279,1,12
1538,279,4,4
1539,279,2,7
1540,279,7,1
1541,279,6,3
1542,280,3,7
1543,280,5,4
1544,280,9,3
1545,280,12,3
1546,280,2,1
1547,280,11,1
1548,281,4,4
1549,281,7,8
1550,282,9,3
1551,282,6,1
1552,282,12,1
1553,282,4,12
1554,282,11,1
1555,282,8,2
1556,282,5,1
1557,282,2,1
1558,282,7,2
1559,283,1,1
1560,283,10,5
1561,283,2,3
1562,283,3,1
1563,284,5,6
1564,284,9,8
1565,284,1,1
1566,284,4,1
1567,284,8,12
1568,284,3,2
1569,284,11,1
1570,284,10,1
1571,284,6,3
1572,284,12,1
1573,284,2,6
1574,285,6,1
1575,285,8,5
1576,285,1,1
1577,285,9,9
1578,285,4,6
1579,285,5,8
1580,285,12,8
1581,285,7,9
1582,286,11,2
1583,286,12,1
1584,286,2,5
1585,286,10,2
1586,287,3,4
1587,287,6,4
1588,287,10,2
1589,287,7,4
1590,287,9,1
1591,288,3,3
1592,288,9,9
1593,288,5,1
1594,288,12,4
1595,288,4,1
1596,288,8,2
1597,288,10,9
1598,288,7,4
1599,288,11,1
1600,288,1,1
1601,288,6,3
1602,289,8,3
1603,289,6,4
1604,290,3,7
1605,290,4,9
1606,290,12,6
1607,290,10,1
1608,290,7,4
1609,290,11,2
1610,290,2,5
1611,290,6,12
1612,290,1,1
1613,291,10,4
1614,291,11,1
1615,291,4,10
1616,291,5,4
1617,291,6,3
1618,291,1,5
1619,291,8,2
1620,292,11,1
1621,292,10,2
1622,292,1,2
1623,292,7,2
1624,292,5,1
1625,292,4,3
1626,292,9,3
1627,293,2,6
1628,293,10,2
1629,293,7,5
1630,293,11,4
1631,293,3,4
1632,293,8,2
1633,293,4,2
1634,293,6,1
1635,293,1,3
1636,295,2,2
1637,295,5,1
1638,295,4,3
1639,295,7,3
1640,295,10,1
1641,297,9,3
1642,297,1,1
1643,297,10,3
1644,298,9,3
1645,298,12,2
1646,299,7,3
1647,299,9,3
1648,299,3,9
1649,299,12,3
1650,299,11,2
1651,299,10,1
1652,299,6,6
1653,300,8,1
1654,301,1,2
1655,301,12,4
1656,301,6,1
1657,301,5,15
1658,302,8,8
1659,302,12,5
1660,302,10,1
1661,302,4,5
1662,302,11,10
